target_id	length	eff_length	est_counts	tpm
nHd.2.3.1.t11491-RA	1578	1400.34	48.4051	0.191558
nHd.2.3.1.t12692-RA	309	138.12	14	0.561711
nHd.2.3.1.t05733-RA	1014	836.336	386	2.55769
nHd.2.3.1.t15464-RA	328	155.627	2926	104.191
nHd.2.3.1.t13782-RA	567	389.544	31	0.441009
nHd.2.3.1.t14008-RA	1485	1307.34	2727	11.5595
nHd.2.3.1.t17820-RA	348	174.423	0	0
nHd.2.3.1.t11979-RA	2430	2252.34	213479	525.247
nHd.2.3.1.t13610-RA	252	88.374	19.2249	1.20554
nHd.2.3.1.t22771-RA	223	65.4457	1.69395	0.143437
nHd.2.3.1.t02056-RA	3993	3815.34	50823	73.8192
nHd.2.3.1.t21889-RA	347	173.465	108.172	3.45578
nHd.2.3.1.t17653-RA	570	392.544	801.876	11.3204
nHd.2.3.1.t20823-RA	942	764.352	5845	42.3773
nHd.2.3.1.t20336-RA	504	326.878	71.367	1.20991
nHd.2.3.1.t12791-RA	2939	2761.34	666	1.33659
nHd.2.3.1.t15246-RA	927	749.352	722	5.33941
nHd.2.3.1.t18786-RA	1950	1772.34	1449	4.53069
nHd.2.3.1.t08058-RA	252	88.374	0	0
nHd.2.3.1.t04860-RA	1410	1232.34	8650	38.8982
nHd.2.3.1.t14416-RA	291	121.863	1253	56.9798
nHd.2.3.1.t09531-RA	1203	1025.34	25764	139.248
nHd.2.3.1.t04420-RA	5196	5018.34	9649	10.6553
nHd.2.3.1.t06056-RA	417	240.966	53	1.21888
nHd.2.3.1.t09025-RA	981	803.336	76	0.524274
nHd.2.3.1.t12762-RA	582	404.52	4.22714	0.0579093
nHd.2.3.1.t15156-RA	1650	1472.34	70	0.263471
nHd.2.3.1.t18463-RA	870	692.366	1966.39	15.739
nHd.2.3.1.t19610-RA	720	542.39	55.4933	0.566984
nHd.2.3.1.t04836-RA	513	335.825	1837	30.3136
nHd.2.3.1.t09790-RA	1375	1197.34	1636	7.57198
nHd.2.3.1.t22595-RA	196	46.4882	65.9057	7.85639
nHd.2.3.1.t00374-RA	4089	3911.34	6486	9.18954
nHd.2.3.1.t00060-RA	1275	1097.34	10632	53.693
nHd.2.3.1.t03419-RA	747	569.39	125	1.21658
nHd.2.3.1.t01478-RA	5262	5084.34	63044	68.715
nHd.2.3.1.t19227-RA	264	98.3661	128	7.21119
nHd.2.3.1.t17890-RA	291	121.863	2	0.0909494
nHd.2.3.1.t11924-RA	612	434.445	11291	144.025
nHd.2.3.1.t13510-RA	2694	2516.34	19295.6	42.4944
nHd.2.3.1.t16748-RA	397	221.476	105	2.62727
nHd.2.3.1.t11670-RA	3192	3014.34	5534	10.1739
nHd.2.3.1.t19543-RA	969	791.336	321	2.24795
nHd.2.3.1.t12994-RA	1725	1547.34	6937	24.8444
nHd.2.3.1.t17732-RA	204	51.8192	0	0
nHd.2.3.1.t17247-RA	2643	2465.34	2953.18	6.63829
nHd.2.3.1.t11299-RA	588	410.496	2784	37.5839
nHd.2.3.1.t20639-RA	543	365.679	2	0.030309
nHd.2.3.1.t10789-RA	945	767.352	30.551	0.220634
nHd.2.3.1.t15663-RA	699	521.39	148461	1577.95
nHd.2.3.1.t06687-RA	1659	1481.34	47	0.175827
nHd.2.3.1.t07978-RA	1569	1391.34	1312	5.22569
nHd.2.3.1.t20435-RA	293	123.602	4	0.17934
nHd.2.3.1.t12345-RA	1095	917.336	9	0.0543696
nHd.2.3.1.t15134-RA	1023	845.336	0	0
nHd.2.3.1.t23008-RA	266	100.043	723.027	40.0506
nHd.2.3.1.t06488-RA	1122	944.336	2244.54	13.1717
nHd.2.3.1.t14519-RA	6465	6287.34	3	0.00264421
nHd.2.3.1.t20352-RA	1212	1034.34	1559	8.35269
nHd.2.3.1.t22125-RA	237	76.3058	1277	92.7418
nHd.2.3.1.t03386-RA	2097	1919.34	2621	7.5676
nHd.2.3.1.t03824-RA	642	464.41	58813	701.802
nHd.2.3.1.t12881-RA	1056	878.336	8.52124	0.0537631
nHd.2.3.1.t18822-RA	291	121.863	5966	271.302
nHd.2.3.1.t06359-RA	7158	6980.34	3202.29	2.54229
nHd.2.3.1.t17634-RA	1866	1688.34	24	0.0787761
nHd.2.3.1.t07205-RA	2328	2150.34	11238	28.9618
nHd.2.3.1.t07256-RA	2211	2033.34	21	0.0572338
nHd.2.3.1.t22626-RA	273	106.01	88.9869	4.65179
nHd.2.3.1.t14122-RA	828	650.366	8	0.068167
nHd.2.3.1.t01437-RA	1719	1541.34	1946.42	6.99812
nHd.2.3.1.t21302-RA	189	42.1034	98.1358	12.9167
nHd.2.3.1.t00502-RA	1809	1631.34	6588	22.3796
nHd.2.3.1.t20354-RA	204	51.8192	1	0.106943
nHd.2.3.1.t15182-RA	2262	2084.34	254.082	0.675537
nHd.2.3.1.t06490-RA	735	557.39	34131	339.337
nHd.2.3.1.t15922-RA	1929	1751.34	1634.3	5.17136
nHd.2.3.1.t08774-RA	1071	893.336	4440	27.5429
nHd.2.3.1.t00293-RA	645	467.41	82447.8	977.515
nHd.2.3.1.t02174-RA	1098	920.336	47	0.283005
nHd.2.3.1.t04594-RA	1353	1175.34	8365	39.4408
nHd.2.3.1.t11007-RA	1422	1244.34	2721	12.1181
nHd.2.3.1.t13738-RA	1695	1517.34	1750	6.39144
nHd.2.3.1.t16591-RA	1160	982.336	152	0.857483
nHd.2.3.1.t00181-RA	2712	2534.34	15534	33.9673
nHd.2.3.1.t05417-RA	1929	1751.34	8784	27.7949
nHd.2.3.1.t04592-RA	3327	3149.34	16561	29.1413
nHd.2.3.1.t16069-RA	273	106.01	1184.1	61.8987
nHd.2.3.1.t18058-RA	1749	1571.34	689	2.42992
nHd.2.3.1.t16988-RA	1017	839.336	47	0.310316
nHd.2.3.1.t07576-RA	1076	898.336	3058	18.8643
nHd.2.3.1.t04030-RA	2748	2570.34	7057	15.215
nHd.2.3.1.t20525-RA	701	523.39	97.1292	1.02841
nHd.2.3.1.t01246-RA	3345	3167.34	3064.34	5.36148
nHd.2.3.1.t05298-RA	2931	2753.34	30961	62.3158
nHd.2.3.1.t15773-RA	1503	1325.34	4387	18.3436
nHd.2.3.1.t03283-RA	828	650.366	2215.6	18.8789
nHd.2.3.1.t13234-RA	777	599.378	598.926	5.5375
nHd.2.3.1.t15142-RA	4461	4283.34	14397.2	18.6268
nHd.2.3.1.t02410-RA	5583	5405.34	12183	12.4903
nHd.2.3.1.t09673-RA	1317	1139.34	4579	22.2721
nHd.2.3.1.t06977-RA	1278	1100.34	1208	6.08392
nHd.2.3.1.t16368-RA	1359	1181.34	5152	24.1682
nHd.2.3.1.t15974-RA	1713	1535.34	10497	37.8882
nHd.2.3.1.t02072-RA	2731	2553.34	1472	3.19479
nHd.2.3.1.t21758-RA	276	108.622	3	0.153054
nHd.2.3.1.t03173-RA	297	127.183	2150.53	93.7039
nHd.2.3.1.t09164-RA	2070	1892.34	13494	39.5171
nHd.2.3.1.t14642-RA	288	119.191	5	0.23247
nHd.2.3.1.t18502-RA	1158	980.336	18522	104.702
nHd.2.3.1.t00566-RA	1719	1541.34	4509	16.2116
nHd.2.3.1.t04272-RA	822	644.366	19993	171.944
nHd.2.3.1.t07126-RA	2577	2399.34	1101	2.54295
nHd.2.3.1.t00891-RA	1497	1319.34	248	1.04169
nHd.2.3.1.t09290-RA	201	49.7634	1	0.111361
nHd.2.3.1.t14448-RA	2601	2423.34	0	0
nHd.2.3.1.t20507-RA	837	659.366	0	0
nHd.2.3.1.t08590-RA	1557	1379.34	40	0.160706
nHd.2.3.1.t18415-RA	3397	3219.34	7398	12.7347
nHd.2.3.1.t11270-RA	954	776.352	49	0.349768
nHd.2.3.1.t19701-RA	396	220.507	1322	33.2239
nHd.2.3.1.t07833-RA	255	90.8522	15	0.914951
nHd.2.3.1.t21308-RA	111	15.4172	0	0
nHd.2.3.1.t01202-RA	10695	10517.3	22247	11.7222
nHd.2.3.1.t13828-RA	792	614.378	37.1956	0.335504
nHd.2.3.1.t03490-RA	1644	1466.34	3716	14.0438
nHd.2.3.1.t16941-RA	204	51.8192	0	0
nHd.2.3.1.t06277-RA	1332	1154.34	3211	15.4152
nHd.2.3.1.t12711-RA	675	497.39	381.012	4.24506
nHd.2.3.1.t11863-RA	291	121.863	361	16.4164
nHd.2.3.1.t09021-RA	1332	1154.34	296	1.42102
nHd.2.3.1.t10508-RA	1560	1382.34	1909.02	7.65312
nHd.2.3.1.t07254-RA	1383	1205.34	42	0.1931
nHd.2.3.1.t07135-RA	3285	3107.34	8235.75	14.6878
nHd.2.3.1.t14043-RA	1998	1820.34	916	2.7886
nHd.2.3.1.t11895-RA	3012	2834.34	309	0.604156
nHd.2.3.1.t03187-RA	507	329.845	533	8.95486
nHd.2.3.1.t21054-RA	693	515.39	30	0.322572
nHd.2.3.1.t03943-RA	207	53.9168	1312	134.85
nHd.2.3.1.t08467-RA	715	537.39	4	0.0412489
nHd.2.3.1.t15956-RA	219	62.5075	381.829	33.8516
nHd.2.3.1.t12434-RA	1374	1196.34	6.00581	0.0278202
nHd.2.3.1.t16245-RA	849	671.366	10118.6	83.5225
nHd.2.3.1.t19476-RA	479	302.091	825	15.1342
nHd.2.3.1.t11978-RA	411	235.119	135	3.18191
nHd.2.3.1.t19088-RA	558	380.575	23	0.334911
nHd.2.3.1.t21609-RA	410	234.133	301.969	7.1473
nHd.2.3.1.t18144-RA	4101	3923.34	4102.78	5.79515
nHd.2.3.1.t06918-RA	1143	965.336	26	0.149258
nHd.2.3.1.t04257-RA	285	116.518	0	0
nHd.2.3.1.t06930-RA	1074	896.336	15	0.092739
nHd.2.3.1.t08112-RA	357	182.95	55	1.66599
nHd.2.3.1.t10548-RA	3927	3749.34	25977.6	38.396
nHd.2.3.1.t14948-RA	285	116.518	7.73036	0.367663
nHd.2.3.1.t17281-RA	549	371.635	2	0.0298233
nHd.2.3.1.t04301-RA	1500	1322.34	3396	14.2321
nHd.2.3.1.t02419-RA	2292	2114.34	8045	21.086
nHd.2.3.1.t10489-RA	444	267.478	26	0.538676
nHd.2.3.1.t06999-RA	303	132.638	0	0
nHd.2.3.1.t09250-RA	2805	2627.34	7402	15.6126
nHd.2.3.1.t18376-RA	1590	1412.34	37	0.14518
nHd.2.3.1.t04539-RA	2680	2502.34	3065.33	6.78849
nHd.2.3.1.t03471-RA	462	285.273	17	0.330241
nHd.2.3.1.t11385-RA	591	413.488	1356	18.1735
nHd.2.3.1.t13523-RA	1866	1688.34	1653	5.4257
nHd.2.3.1.t22110-RA	235	74.7051	312	23.1444
nHd.2.3.1.t02892-RA	3537	3359.34	40713	67.1617
nHd.2.3.1.t05313-RA	6343	6165.34	51489.9	46.2815
nHd.2.3.1.t14455-RA	303	132.638	176.324	7.3669
nHd.2.3.1.t15356-RA	642	464.41	2343	27.9585
nHd.2.3.1.t11348-RA	840	662.366	2023	16.9254
nHd.2.3.1.t04322-RA	723	545.39	2176.06	22.1109
nHd.2.3.1.t07479-RA	240	78.6767	3.89322	0.274224
nHd.2.3.1.t21774-RA	240	78.6767	2727	192.079
nHd.2.3.1.t07217-RA	2400	2222.34	13078	32.6117
nHd.2.3.1.t03823-RA	3225	3047.34	21390	38.8985
nHd.2.3.1.t11790-RA	1140	962.336	7359	42.3774
nHd.2.3.1.t21943-RA	192	43.9623	0	0
nHd.2.3.1.t05156-RA	2076	1898.34	67	0.195589
nHd.2.3.1.t00528-RA	1947	1769.34	4096.49	12.8305
nHd.2.3.1.t19207-RA	1846	1668.34	2004.89	6.65961
nHd.2.3.1.t15113-RA	609	431.445	6	0.0770668
nHd.2.3.1.t22945-RA	431	254.723	445.726	9.69711
nHd.2.3.1.t14695-RA	1269	1091.34	6	0.0304674
nHd.2.3.1.t01608-RA	3828	3650.34	1527	2.31819
nHd.2.3.1.t20623-RA	279	111.238	174.392	8.68797
nHd.2.3.1.t05088-RA	291	121.863	337.993	15.3701
nHd.2.3.1.t11393-RA	537	359.687	3	0.046221
nHd.2.3.1.t18330-RA	1751	1573.34	7742	27.2693
nHd.2.3.1.t13482-RA	1044	866.336	1896	12.1281
nHd.2.3.1.t15964-RA	47	15.2906	8	2.8994
nHd.2.3.1.t05531-RA	294	124.527	3.06655	0.136468
nHd.2.3.1.t07749-RA	2265	2087.34	7389.29	19.6179
nHd.2.3.1.t05460-RA	930	752.352	5176.69	38.1306
nHd.2.3.1.t06917-RA	240	78.6767	8	0.563489
nHd.2.3.1.t03545-RA	3009	2831.34	35665	69.806
nHd.2.3.1.t02895-RA	1341	1163.34	4957	23.6133
nHd.2.3.1.t22457-RA	293	123.602	0	0
nHd.2.3.1.t14569-RA	462	285.273	1468	28.5173
nHd.2.3.1.t22749-RA	264	98.3661	0	0
nHd.2.3.1.t14200-RA	2904	2726.34	6982	14.192
nHd.2.3.1.t04075-RA	2535	2357.34	21400	50.3077
nHd.2.3.1.t22930-RA	295	125.42	2	0.0883702
nHd.2.3.1.t14016-RA	444	267.478	21215	439.539
nHd.2.3.1.t04444-RA	4362	4184.34	15090	19.985
nHd.2.3.1.t21385-RA	399	223.431	846	20.9831
nHd.2.3.1.t17396-RA	579	401.529	2036	28.0998
nHd.2.3.1.t16868-RA	585	407.512	1892.46	25.7352
nHd.2.3.1.t12746-RA	513	335.825	748	12.3433
nHd.2.3.1.t01786-RA	3444	3266.34	11414	19.3651
nHd.2.3.1.t07252-RA	1209	1031.34	844	4.53507
nHd.2.3.1.t11028-RA	1516	1338.34	4101.38	16.9827
nHd.2.3.1.t18577-RA	447	270.451	575	11.7821
nHd.2.3.1.t15655-RA	273	106.01	139.651	7.30026
nHd.2.3.1.t11569-RA	348	174.423	30217	960.041
nHd.2.3.1.t19263-RA	246	83.4606	82	5.44471
nHd.2.3.1.t04067-RA	3375	3197.34	9602	16.6424
nHd.2.3.1.t07382-RA	3156	2978.34	7829	14.5672
nHd.2.3.1.t08352-RA	1020	842.336	1255	8.25658
nHd.2.3.1.t22599-RA	348	174.423	6.38312	0.202802
nHd.2.3.1.t15535-RA	489	311.98	1132.12	20.1099
nHd.2.3.1.t19967-RA	1260	1082.34	276	1.41315
nHd.2.3.1.t01376-RA	1374	1196.34	7577.66	35.1013
nHd.2.3.1.t18770-RA	390	214.713	4	0.103239
nHd.2.3.1.t00142-RA	3672	3494.34	3671	5.82186
nHd.2.3.1.t06340-RA	1641	1463.34	12858	48.6936
nHd.2.3.1.t12656-RA	831	653.366	2075.7	17.6056
nHd.2.3.1.t08917-RA	2703	2525.34	7651	16.7896
nHd.2.3.1.t11112-RA	2592	2414.34	37	0.0849271
nHd.2.3.1.t00710-RA	1218	1040.34	11490	61.2052
nHd.2.3.1.t09263-RA	2097	1919.34	3365	9.71575
nHd.2.3.1.t14600-RA	4326	4148.34	15898	21.2379
nHd.2.3.1.t02660-RA	1656	1478.34	1826.18	6.84563
nHd.2.3.1.t19338-RA	1938	1760.34	8024.91	25.2631
nHd.2.3.1.t00324-RA	2787	2609.34	21050	44.7058
nHd.2.3.1.t04461-RA	813	635.366	5211	45.4506
nHd.2.3.1.t04237-RA	7929	7751.34	2678	1.91459
nHd.2.3.1.t07908-RA	651	473.41	712	8.33461
nHd.2.3.1.t09017-RA	3080	2902.34	1530	2.92137
nHd.2.3.1.t20920-RA	648	470.41	1	0.0117806
nHd.2.3.1.t10932-RA	1647	1469.34	6499	24.5114
nHd.2.3.1.t18806-RA	594	416.488	268	3.56595
nHd.2.3.1.t12722-RA	441	264.52	202.066	4.23327
nHd.2.3.1.t09714-RA	3870	3692.34	9808.06	14.7206
nHd.2.3.1.t04077-RA	816	638.366	12539	108.852
nHd.2.3.1.t19325-RA	261	95.8426	190.152	10.9947
nHd.2.3.1.t08004-RA	3618	3440.34	6618.83	10.6616
nHd.2.3.1.t13416-RA	3414	3236.34	382.94	0.655721
nHd.2.3.1.t15209-RA	312	140.835	0	0
nHd.2.3.1.t19658-RA	348	174.423	2.31339	0.0735
nHd.2.3.1.t10618-RA	1938	1760.34	864	2.71995
nHd.2.3.1.t15000-RA	4887	4709.34	0	0
nHd.2.3.1.t13333-RA	4239	4061.34	3635	4.95995
nHd.2.3.1.t05144-RA	213	58.1725	930.771	88.6681
nHd.2.3.1.t03595-RA	417	240.966	2980	68.5334
nHd.2.3.1.t05483-RA	543	365.679	6388	96.807
nHd.2.3.1.t10688-RA	67	25.0609	1.17319	0.259426
nHd.2.3.1.t18731-RA	872	694.366	258	2.05908
nHd.2.3.1.t09615-RA	2238	2060.34	5013	13.4835
nHd.2.3.1.t05331-RA	1392	1214.34	39	0.177979
nHd.2.3.1.t13396-RA	837	659.366	44	0.369801
nHd.2.3.1.t08558-RA	435	258.625	1227	26.2916
nHd.2.3.1.t12157-RA	1650	1472.34	12397	46.6608
nHd.2.3.1.t00462-RA	2442	2264.34	115	0.281449
nHd.2.3.1.t17144-RA	2621	2443.34	5203.72	11.8025
nHd.2.3.1.t13043-RA	2922	2744.34	14761	29.8072
nHd.2.3.1.t04966-RA	1776	1598.34	4190	14.5274
nHd.2.3.1.t16953-RA	429	252.743	0	0
nHd.2.3.1.t03540-RA	3792	3614.34	18872	28.9355
nHd.2.3.1.t14724-RA	1539	1361.34	112.001	0.455932
nHd.2.3.1.t04446-RA	1113	935.336	0	0
nHd.2.3.1.t19895-RA	932	754.352	26055	191.408
nHd.2.3.1.t02281-RA	1098	920.336	822	4.94957
nHd.2.3.1.t03034-RA	657	479.4	40434	467.402
nHd.2.3.1.t13688-RA	942	764.352	13499.5	97.8737
nHd.2.3.1.t07961-RA	642	464.41	1208	14.4148
nHd.2.3.1.t16131-RA	1620	1442.34	1452	5.57882
nHd.2.3.1.t21713-RA	117	14.9238	375	139.249
nHd.2.3.1.t19865-RA	696	518.39	37.7864	0.403944
nHd.2.3.1.t10609-RA	2811	2633.34	10911	22.9615
nHd.2.3.1.t11643-RA	1239	1061.34	13	0.0678785
nHd.2.3.1.t18817-RA	926	748.352	17160.9	127.08
nHd.2.3.1.t01016-RA	2238	2060.34	4639	12.4775
nHd.2.3.1.t05878-RA	1740	1562.34	2000	7.09411
nHd.2.3.1.t09133-RA	1347	1169.34	22214	105.276
nHd.2.3.1.t14054-RA	378	203.121	41.3445	1.12799
nHd.2.3.1.t00727-RA	2055	1877.34	11188	33.0257
nHd.2.3.1.t04725-RA	279	111.238	12.1959	0.60758
nHd.2.3.1.t08248-RA	909	731.352	6035	45.7292
nHd.2.3.1.t08706-RA	2365	2187.34	1673.41	4.23965
nHd.2.3.1.t10366-RA	1701	1523.34	3293.1	11.9798
nHd.2.3.1.t13370-RA	3112	2934.34	79.7068	0.150532
nHd.2.3.1.t17125-RA	1701	1523.34	92	0.334683
nHd.2.3.1.t22440-RA	183	38.4294	4	0.576817
nHd.2.3.1.t19555-RA	223	65.4457	108	9.14503
nHd.2.3.1.t03286-RA	285	116.518	393	18.6914
nHd.2.3.1.t16521-RA	354	180.078	213	6.55482
nHd.2.3.1.t17997-RA	132	16.4768	709	238.46
nHd.2.3.1.t04610-RA	2319	2141.34	17949	46.4513
nHd.2.3.1.t12928-RA	1005	827.336	3563	23.8658
nHd.2.3.1.t06496-RA	4701	4523.34	5158	6.31924
nHd.2.3.1.t14703-RA	228	69.2359	7.75897	0.621033
nHd.2.3.1.t21940-RA	475	298.157	831.971	15.4634
nHd.2.3.1.t02824-RA	927	749.352	104020	769.26
nHd.2.3.1.t17581-RA	702	524.39	3993	42.1975
nHd.2.3.1.t17780-RA	507	329.845	405710	6816.28
nHd.2.3.1.t17711-RA	1223	1045.34	654.634	3.47044
nHd.2.3.1.t13650-RA	945	767.352	435	3.1415
nHd.2.3.1.t14903-RA	1605	1427.34	328	1.27347
nHd.2.3.1.t06392-RA	894	716.366	21592.5	167.036
nHd.2.3.1.t10196-RA	231	71.5571	119	9.21588
nHd.2.3.1.t01466-RA	756	578.39	74312	712
nHd.2.3.1.t03095-RA	783	605.378	4	0.0366164
nHd.2.3.1.t14805-RA	744	566.39	0	0
nHd.2.3.1.t03358-RA	1348	1170.34	145	0.686593
nHd.2.3.1.t18443-RA	999	821.336	28090	189.528
nHd.2.3.1.t10217-RA	999	821.336	28	0.188921
nHd.2.3.1.t01869-RA	1317	1139.34	8002	38.9214
nHd.2.3.1.t02631-RA	366	191.575	652	18.8604
nHd.2.3.1.t10785-RA	1545	1367.34	3933	15.9401
nHd.2.3.1.t21611-RA	199	48.4179	2	0.228911
nHd.2.3.1.t05040-RA	5151	4973.34	32561	36.2821
nHd.2.3.1.t08394-RA	2553	2375.34	1483	3.45986
nHd.2.3.1.t20840-RA	172	32.2197	6607	1136.38
nHd.2.3.1.t01967-RA	4551	4373.34	30642.4	38.8287
nHd.2.3.1.t02823-RA	1428	1250.34	3832	16.984
nHd.2.3.1.t17413-RA	1560	1382.34	6182	24.7832
nHd.2.3.1.t14421-RA	363	188.683	4424	129.935
nHd.2.3.1.t14988-RA	2034	1856.34	3093.78	9.23582
nHd.2.3.1.t13695-RA	895	717.366	31.5202	0.243495
nHd.2.3.1.t09101-RA	213	58.1725	597	56.872
nHd.2.3.1.t15587-RA	1107	929.336	7540	44.9615
nHd.2.3.1.t17724-RA	309	138.12	8105	325.191
nHd.2.3.1.t05393-RA	2268	2090.34	1062.84	2.8177
nHd.2.3.1.t03367-RA	1530	1352.34	2762	11.3183
nHd.2.3.1.t20582-RA	706	528.39	1404.07	14.7257
nHd.2.3.1.t04820-RA	240	78.6767	26716	1881.77
nHd.2.3.1.t20686-RA	219	62.5075	426.137	37.7798
nHd.2.3.1.t07174-RA	837	659.366	221.258	1.85958
nHd.2.3.1.t08047-RA	1953	1775.34	190	0.593083
nHd.2.3.1.t06560-RA	1131	953.336	317.536	1.84582
nHd.2.3.1.t17641-RA	525	347.736	44	0.701205
nHd.2.3.1.t10199-RA	1923	1745.34	9114.81	28.9408
nHd.2.3.1.t17813-RA	1308	1130.34	6696.43	32.8305
nHd.2.3.1.t22754-RA	323	150.981	577.239	21.1873
nHd.2.3.1.t09747-RA	2523	2345.34	20846	49.2561
nHd.2.3.1.t15614-RA	1590	1412.34	5227.77	20.5126
nHd.2.3.1.t21762-RA	489	311.98	18	0.319733
nHd.2.3.1.t03164-RA	462	285.273	1321	25.6616
nHd.2.3.1.t16152-RA	366	191.575	4.14378	0.119867
nHd.2.3.1.t21551-RA	424	247.854	726.57	16.2452
nHd.2.3.1.t08360-RA	822	644.366	1356	11.6619
nHd.2.3.1.t17219-RA	360	185.83	4	0.119285
nHd.2.3.1.t01340-RA	918	740.352	22651	169.548
nHd.2.3.1.t00280-RA	363	188.683	163	4.78738
nHd.2.3.1.t13893-RA	216	60.3528	5	0.459107
nHd.2.3.1.t19157-RA	187	40.8834	21.5366	2.91926
nHd.2.3.1.t04566-RA	1536	1358.34	3837	15.654
nHd.2.3.1.t22802-RA	344	170.661	0	0
nHd.2.3.1.t20489-RA	615	437.437	1008	12.7699
nHd.2.3.1.t03906-RA	441	264.52	3598	75.3779
nHd.2.3.1.t07314-RA	387	211.829	348	9.10409
nHd.2.3.1.t12573-RA	1236	1058.34	399	2.08925
nHd.2.3.1.t04581-RA	1332	1154.34	6046.7	29.0287
nHd.2.3.1.t13620-RA	1122	944.336	3071	18.0217
nHd.2.3.1.t16141-RA	852	674.366	17789	146.183
nHd.2.3.1.t12787-RA	4134	3956.34	10888.5	15.2516
nHd.2.3.1.t16277-RA	569	391.544	1181	16.7152
nHd.2.3.1.t14778-RA	233	73.1338	0	0
nHd.2.3.1.t18427-RA	1158	980.336	2258	12.7641
nHd.2.3.1.t01066-RA	2802	2624.34	22157	46.7879
nHd.2.3.1.t14472-RA	1101	923.336	1065	6.39193
nHd.2.3.1.t20271-RA	299	129.002	1299	55.8026
nHd.2.3.1.t05268-RA	432	255.692	41794	905.814
nHd.2.3.1.t22671-RA	262	96.6758	360.099	20.6418
nHd.2.3.1.t22360-RA	183	38.4294	43.1705	6.22537
nHd.2.3.1.t15130-RA	930	752.352	106	0.780777
nHd.2.3.1.t22246-RA	31	12.1579	0	0
nHd.2.3.1.t04222-RA	747	569.39	14	0.136257
nHd.2.3.1.t15821-RA	1416	1238.34	4493	20.1067
nHd.2.3.1.t16998-RA	4611	4433.34	17153.8	21.4423
nHd.2.3.1.t20760-RA	354	180.078	409.869	12.6132
nHd.2.3.1.t19633-RA	612	434.445	10	0.127558
nHd.2.3.1.t14996-RA	717	539.39	0	0
nHd.2.3.1.t12463-RA	843	665.366	13679	113.929
nHd.2.3.1.t21090-RA	738	560.39	242.924	2.40227
nHd.2.3.1.t20392-RA	297	127.183	344.677	15.0184
nHd.2.3.1.t14673-RA	1305	1127.34	1914	9.40872
nHd.2.3.1.t01825-RA	1686	1508.34	377	1.38511
nHd.2.3.1.t08483-RA	687	509.39	815.486	8.87172
nHd.2.3.1.t10323-RA	1701	1523.34	1770	6.43902
nHd.2.3.1.t21037-RA	709	531.39	255	2.65931
nHd.2.3.1.t20265-RA	604	426.463	2633	34.2146
nHd.2.3.1.t05041-RA	915	737.352	4897	36.8042
nHd.2.3.1.t13655-RA	260	94.9897	73	4.25881
nHd.2.3.1.t21617-RA	285	116.518	53.9411	2.56549
nHd.2.3.1.t00475-RA	1935	1757.34	18829	59.3765
nHd.2.3.1.t08043-RA	1332	1154.34	346	1.66106
nHd.2.3.1.t15649-RA	207	53.9168	134	13.7728
nHd.2.3.1.t21690-RA	444	267.478	2	0.0414366
nHd.2.3.1.t16635-RA	402	226.345	1422.67	34.8317
nHd.2.3.1.t11164-RA	2388	2210.34	1210	3.03368
nHd.2.3.1.t17811-RA	1110	932.336	15321.9	91.0715
nHd.2.3.1.t17663-RA	936	758.352	4721	34.4989
nHd.2.3.1.t01492-RA	1026	848.336	14746	96.3271
nHd.2.3.1.t07200-RA	2181	2003.34	13897	38.4423
nHd.2.3.1.t20131-RA	293	123.602	111	4.97669
nHd.2.3.1.t09552-RA	525	347.736	34216	545.282
nHd.2.3.1.t02340-RA	393	217.608	2040	51.9513
nHd.2.3.1.t09061-RA	1563	1385.34	372.253	1.4891
nHd.2.3.1.t08224-RA	2946	2768.34	1297.46	2.59727
nHd.2.3.1.t05596-RA	16921	16743.3	60	0.0198587
nHd.2.3.1.t14142-RA	1872	1694.34	5859	19.1631
nHd.2.3.1.t15270-RA	1023	845.336	3831.84	25.12
nHd.2.3.1.t04772-RA	2100	1922.34	5414.9	15.61
nHd.2.3.1.t14779-RA	810	632.366	339.665	2.97662
nHd.2.3.1.t03590-RA	288	119.191	0	0
nHd.2.3.1.t18077-RA	240	78.6767	1.24186	0.0874722
nHd.2.3.1.t17646-RA	576	398.529	1409	19.5927
nHd.2.3.1.t10368-RA	577	399.529	4	0.0554823
nHd.2.3.1.t13447-RA	4965	4787.34	16191	18.7423
nHd.2.3.1.t17395-RA	429	252.743	4885	107.109
nHd.2.3.1.t02507-RA	7191	7013.34	5734	4.5308
nHd.2.3.1.t13906-RA	1199	1021.34	40	0.217037
nHd.2.3.1.t16754-RA	255	90.8522	6786	413.924
nHd.2.3.1.t01159-RA	1446	1268.34	6926.69	30.2645
nHd.2.3.1.t03120-RA	798	620.378	2314	20.6704
nHd.2.3.1.t12072-RA	258	93.3297	7	0.415643
nHd.2.3.1.t21552-RA	410	234.133	44886.2	1062.41
nHd.2.3.1.t07609-RA	1884	1706.34	9842	31.964
nHd.2.3.1.t14723-RA	1067	889.336	205	1.27741
nHd.2.3.1.t20264-RA	893	715.366	1528	11.8369
nHd.2.3.1.t20957-RA	325	152.841	0	0
nHd.2.3.1.t06889-RA	465	288.221	18	0.34609
nHd.2.3.1.t04117-RA	1578	1400.34	48599	192.326
nHd.2.3.1.t04279-RA	1059	881.336	13460.3	84.6363
nHd.2.3.1.t17831-RA	906	728.352	4428.31	33.6929
nHd.2.3.1.t04134-RA	996	818.336	23989	162.451
